Class,Feature,B (β),SE,Wald χ²,p-value,CI Lower (95%),CI Upper (95%)
Psytrance,Spectral decrease,0.6281820879555712,4.69271877271382,0.017919341272059946,0.8935107948951008,-8.569546706563516,9.825910882474657
Psytrance,Spectral energyband high,-0.036647110830015914,18.978036973524862,3.7288671117636106e-06,0.9984592639482162,-37.233599578938744,37.16030535727871
Psytrance,Spectral energyband low,-0.24315364232020936,3.355856660943642,0.005249945003991501,0.9422386190470419,-6.820632697769748,6.33432541312933
Psytrance,Spectral energyband middle,-0.15149490866669577,19.839660386196787,5.830792787764433e-05,0.9939074423827532,-39.0372292656124,38.734239448279006
Psytrance,Spectral entropy,0.3495196590822549,9.614744383500886,0.0013215017145789647,0.9710013165053715,-18.495379332579482,19.19441865074399
Psytrance,Spectral kurtosis,-0.02129151982790635,8.170175871349901,6.791262478692324e-06,0.9979207111345326,-16.03483622767371,15.9922531880179
Psytrance,Spectral rolloff,-0.25716225965196093,6.3016782825139765,0.0016653365405188837,0.9674485349684246,-12.608451693379354,12.094127174075432
Psytrance,Spectral skewness,0.01634472832192834,10.882427028304667,2.2558171032789703e-06,0.9988016274824016,-21.313212247155217,21.345901703799075
Psytrance,Spectral spread,0.1201418935461433,4.747700511819977,0.000640357225069738,0.9798114619900213,-9.18535110962101,9.425634896713298
Psytrance,Zerocr,0.04194388722511611,5.249011356177548,6.385315038113913e-05,0.9936243186356667,-10.246118370882877,10.33000614533311
Psytrance,Mfcc1,0.6300041470410597,7.539466161803347,0.006982414456067167,0.933405600895357,-14.1473495300935,15.40735782417562
Psytrance,Mfcc2,-0.15087749293508917,5.039269453172996,0.0008964245790692991,0.9761146253369837,-10.027845621154162,9.726090635283983
Psytrance,Mfcc3,-0.4583448949020575,3.9848087817574736,0.013230304060973953,0.90842684504711,-8.268570107146704,7.35188031734259
Psytrance,Mfcc4,-0.024219637598786103,2.4800505202645913,9.537053641636951e-05,0.9922081556038672,-4.885118657317385,4.836679382119813
Psytrance,Mfcc5,0.32374157735039144,2.0847083483789763,0.024116059439811714,0.8765899694040541,-3.7622867854724023,4.409769940173185
Psytrance,Onset rate,0.7639802211329751,1.2828431858107279,0.35466398299370067,0.5514847624991037,-1.7503924230560512,3.2783528653220015
Psytrance,Chords changes rate,0.3142508888719353,1.1023182083611651,0.08127164813581353,0.7755814524968491,-1.8462927995159484,2.4747945772598188
Psytrance,Chords number rate,0.32492171167872186,1.256530064229913,0.06686697807474765,0.7959543003575601,-2.137877214211908,2.7877206375693517
Psytrance,Key scale,0.10416985182671432,0.8606726142424992,0.014649004894262227,0.9036648388426235,-1.582748472088584,1.7910881757420125
Psytrance,Pulse clarity low,0.1833649753274393,2.5226941873061675,0.005283279123188846,0.9420558551960649,-4.761115631792649,5.127845582447527
Psytrance,Pulse clarity middle,0.716575190349826,1.4618476482124525,0.2402809324534273,0.6240032841617738,-2.148646200146581,3.5817965808462326
Psytrance,Pulse clarity high,0.13927658037193086,2.5392926870310677,0.003008365962682582,0.9562591029391235,-4.8377370862089615,5.116290246952823
Psytrance,Attack slope low,-0.3162552758360008,1.9946567685602885,0.02513849122342898,0.8740224586907626,-4.225782542214167,3.593271990542165
Psytrance,Attack slope middle,0.2673748154709855,3.4532261036211676,0.005995024542558104,0.9382834297462272,-6.500948347626503,7.035697978568473
Psytrance,Attack slope high,0.11002296544149306,3.613968708592607,0.0009268253774602349,0.9757131081927786,-6.973355703400017,7.193401634283003
Psytrance,Spectral flatness low,-0.11746276274775448,6.569317130917252,0.0003197127581385954,0.9857341746132305,-12.993324339345568,12.758398813850059
Psytrance,Spectral flatness middle,-0.1554054140238112,5.582122032598921,0.000775056988228458,0.9777898862871158,-11.096364597917695,10.785553769870074
Psytrance,Spectral flatness high,0.3614304913469434,1.7957664987149673,0.04050884361841066,0.8404889533234069,-3.1582718461343924,3.8811328288282794
Psytrance,Attack time low,0.04791406085183542,1.5730890296443938,0.0009277252038627144,0.9757013249965075,-3.0353404372511763,3.1311685589548475
Psytrance,Attack time middle,-0.3006542806684343,4.227007635279172,0.005059047052857762,0.9432966969031459,-8.58558924581561,7.984280684478742
Psytrance,Attack time high,-0.4630173954614002,2.089939166535859,0.04908257348170805,0.8246674230061877,-4.559298161871684,3.6332633709488835
Psytrance,Spectral flux low,0.5451943576133481,1.9866691924591646,0.07530981673116376,0.7837570024056812,-3.3486772596066143,4.43906597483331
Psytrance,Spectral flux middle,0.1864109242737552,5.0948314428346295,0.001338699431021675,0.9708133190145611,-9.799458703682118,10.172280552229628
Psytrance,Spectral flux high,-0.2198330723789716,5.107337129222077,0.0018526654697200518,0.9656675749040435,-10.230213845654243,9.7905477008963
Psytrance,Bpm,1.6110219302295408,2.1291874398367243,0.572499502373225,0.44926738677440015,-2.562185451850439,5.78422931230952
Progressive house,Loudness,0.19095185693309474,0.5154353179399823,0.13724591452847473,0.7110344432681945,-0.8193013662292705,1.2012050800954601
Progressive house,Dissonance,-0.5864348063967703,1.1070672023341044,0.2806024821714511,0.5963066002748522,-2.756286522971615,1.5834169101780744
Progressive house,Dynamic complexity,0.26584531032933645,1.1458769799958408,0.053824749516069144,0.8165367591776165,-1.9800735704625114,2.5117641911211845
Progressive house,Pitch salience,0.301449926670653,3.963674271389023,0.005784082114494952,0.9393768104561973,-7.467351645251832,8.070251498593139
Progressive house,Spectral centroid,-0.19038927709286366,1.241759012770387,0.023507710195943887,0.8781441606840178,-2.624236942122822,2.2434583879370953
Progressive house,Spectral complexity,-0.9082210372298254,3.1440473973858967,0.08344588894469847,0.7726808460544127,-7.070553936106183,5.254111861646532
Progressive house,Spectral decrease,-0.36178151511357404,2.494367795957132,0.021036416691550566,0.8846797935350684,-5.250742395189553,4.5271793649624055
Progressive house,Spectral energyband high,-0.017512084043797962,5.62977395875604,9.675952996488027e-06,0.9975180888157582,-11.051869043205636,11.016844875118041
Progressive house,Spectral energyband low,0.2661075290537577,2.1482591142345826,0.015344085106158324,0.9014172214716046,-3.9444803348460247,4.47669539295354
Progressive house,Spectral energyband middle,-0.023294081131216657,5.734334550524015,1.6501564219163395e-05,0.9967588328841394,-11.262589800158286,11.216001637895852
Progressive house,Spectral entropy,-0.4874244727082961,3.7209253278532946,0.017159820944452734,0.8957788674390454,-7.780438115300753,6.80558916988416
Progressive house,Spectral kurtosis,0.38695676419643993,2.451574221276663,0.024913502827639118,0.8745827853423096,-4.41812870950582,5.1920422378987
Progressive house,Spectral rolloff,0.33170171469677207,3.99548359800206,0.006892181866152217,0.9338363002291945,-7.499446137387266,8.16284956678081
Progressive house,Spectral skewness,-0.3156486560196067,4.134052948241885,0.005829829045260696,0.9391380086227148,-8.4183924345737,7.787095122534487
Progressive house,Spectral spread,0.6342236969505034,2.0090600139074897,0.09965500370720881,0.752244036481555,-3.303533930308176,4.571981324209183
Progressive house,Zerocr,0.032463035630455,4.348658477865589,5.572725529751225e-05,0.9940437920135838,-8.4909075809861,8.55583365224701
Progressive house,Mfcc1,-0.19788238240170616,3.1230905203395736,0.00401462621917509,0.9494789801153769,-6.31913980226727,5.923375037463859
Progressive house,Mfcc2,-0.25798956003788465,2.5550255175466194,0.010195623274579861,0.9195715925981891,-5.2658395744292585,4.749860454353489
Progressive house,Mfcc3,-0.05982806206778865,1.6094269217225443,0.0013818705062522566,0.9703466528829204,-3.2143048286439755,3.094648704508398
Progressive house,Mfcc4,-0.31652542219866714,1.0448043822666155,0.09177982440596295,0.7619265550647885,-2.3643420114412335,1.7312911670438993
Progressive house,Mfcc5,-0.5206072100976539,1.0207708397620388,0.2601140713753739,0.6100417970803119,-2.52131805603125,1.4801036358359418
Progressive house,Onset rate,0.24031203904553075,0.7219230900170182,0.11080750899091658,0.7392266646417531,-1.174657217387825,1.6552812954788862
Progressive house,Chords changes rate,-0.9994594576844723,0.7515761986353121,1.7684155605506364,0.183578287502664,-2.472548807009684,0.47362989164073943
Progressive house,Chords number rate,0.22326331074715086,0.6875937924737234,0.10543160710947927,0.7454063663861271,-1.124420522501347,1.5709471439956488
Progressive house,Key scale,0.09920138427921958,0.5021157195511076,0.039032631284827826,0.84338403068873,-0.8849454260409513,1.0833481945993904
Progressive house,Pulse clarity low,-0.42277840106890613,1.2924558267446016,0.10700255953394801,0.7435828303235741,-2.9559918214883254,2.110435019350513
Progressive house,Pulse clarity middle,-0.3451596075349041,0.9024910097855428,0.14626963050121208,0.7021260308454831,-2.1140419867145677,1.4237227716447596
Progressive house,Pulse clarity high,0.013555654566410294,1.2669811710906131,0.0001144723675556869,0.9914634555052327,-2.4697274407711913,2.4968387499040117
Progressive house,Attack slope low,0.031807375765904325,0.935855871616621,0.0011551482916864046,0.9728871403718505,-1.8024701326026729,1.8660848841344815
Progressive house,Attack slope middle,0.17474568173967064,1.695264806199545,0.010625217099888945,0.9179005148798547,-3.1479733384114374,3.4974647018907787
Progressive house,Attack slope high,-0.7337011751785585,1.847018304100827,0.15779601477659405,0.6911938316937702,-4.353857051216179,2.886454700859062
Progressive house,Spectral flatness low,-0.15040530070755706,4.148490550659923,0.0013144560636480734,0.9710786898114667,-8.281446780001007,7.980636178585892
Progressive house,Spectral flatness middle,-0.6079859925476223,3.0018513833848743,0.04102123892087668,0.8394969309896423,-6.491614703981976,5.275642718886732
Progressive house,Spectral flatness high,-0.17512696253658405,0.7558181894703425,0.05368727382199551,0.8167670356614469,-1.6565306138984555,1.3062766888252872
Progressive house,Attack time low,-0.3970725609207252,0.9077383165202533,0.19134557268755215,0.6617990607995194,-2.1762396613004213,1.3820945394589712
Progressive house,Attack time middle,-0.07436121995135106,1.4362380436411242,0.002680650281945241,0.9587079785762289,-2.8893877854879544,2.7406653455852523
Progressive house,Attack time high,-0.003535434547969159,0.8212772630119624,1.853130499149978e-05,0.9965652769701229,-1.6132388700514153,1.6061680009554768
Progressive house,Spectral flux low,-0.2711020735697673,0.9845179381537799,0.07582604630423449,0.783035603503083,-2.200757232351176,1.6585530852116412
Progressive house,Spectral flux middle,-0.4325301831742054,2.001711532548118,0.04669064309060093,0.828925250824636,-4.355884786968516,3.4908244206201053
Progressive house,Spectral flux high,0.260869849898442,2.3619654402026353,0.012198339012594659,0.9120556013722114,-4.368582412898723,4.890322112695607
Progressive house,Bpm,-0.4443706244342263,0.8261764973531617,0.2892977200757639,0.5906709195640959,-2.063676559246423,1.1749353103779705
Dubstep,Loudness,-0.01557018772577153,1.1027344540143447,0.00019936357353224563,0.9887345502147143,-2.1769297175938873,2.145789342142344
Dubstep,Dissonance,-0.45313158140941473,2.5953082707547344,0.030483916407662376,0.8613967471063025,-5.539935792088694,4.6336726292698645
Dubstep,Dynamic complexity,0.39067327619354025,2.471007733251487,0.02499649981400552,0.8743757832031138,-4.452501880979374,5.233848433366455
Dubstep,Pitch salience,0.23868650581670042,7.593170840561723,0.0009881193203994758,0.9749231351568789,-14.643928341684276,15.121301353317676
Dubstep,Spectral centroid,0.4380537388582816,2.22695468442994,0.03869296613939117,0.844058180051098,-3.9267774426244,4.802884920340963
Dubstep,Spectral complexity,0.31131736521307873,6.305323143603507,0.0024377658837453392,0.9606214576405656,-12.047115996249795,12.669750726675952
Dubstep,Spectral decrease,0.21905301713818384,5.109640789590238,0.0018378824830798124,0.9658047394902619,-9.795842930458683,10.233948964735049
Dubstep,Spectral energyband high,-0.15018089255179196,22.413421942460197,4.4896556052221295e-05,0.9946538230899501,-44.08048789977378,43.78012611467019
Dubstep,Spectral energyband low,-0.04872428499995091,3.962801493792538,0.00015117720564208987,0.9901899261710986,-7.815815212833326,7.718366642833424
Dubstep,Spectral energyband middle,-0.14356965731816856,22.640897254206422,4.0210369121497585e-05,0.9949405165353675,-44.519728275562755,44.23258896092642
Dubstep,Spectral entropy,-0.09871201267657351,8.297285820735716,0.00014153632423095287,0.9905078679097414,-16.361392221318578,16.163968195965428
Dubstep,Spectral kurtosis,-0.16059543418709274,4.771499813844573,0.0011328086728823882,0.9731504905788234,-9.512735069322455,9.19154420094827
Dubstep,Spectral rolloff,0.16036988583307996,9.239117876465803,0.0003012899351657204,0.9861512503051693,-17.948301152039893,18.269040923706054
Dubstep,Spectral skewness,-0.02595190811379394,8.36940960709177,9.614992357204128e-06,0.9975259194379099,-16.42999473801366,16.378090921786075
Dubstep,Spectral spread,-0.3327595854460144,6.1770796181816054,0.0029019822444545248,0.9570386989567867,-12.439835637081961,11.774316466189932
Dubstep,Zerocr,0.05339421853161082,9.737972918395403,3.0064317167108585e-05,0.9956251460656457,-19.03303270152338,19.1398211385866
Dubstep,Mfcc1,-0.20970658833234618,7.970694562799805,0.0006922003510157782,0.9790103175495855,-15.832267931419965,15.412854754755271
Dubstep,Mfcc2,-0.12010215140140645,5.414756397993429,0.0004919757855127434,0.9823039508375734,-10.733024691468527,10.492820388665715
Dubstep,Mfcc3,-0.38150632994021844,4.035505820840891,0.00893732477554806,0.9246822544947941,-8.291097738788364,7.528085078907928
Dubstep,Mfcc4,0.19324209396722125,2.657973763581932,0.005285694886464465,0.9420426326370325,-5.016386482653365,5.402870670587808
Dubstep,Mfcc5,0.050193977712187116,2.164028944310534,0.0005379935841281677,0.9814949752685157,-4.191302753136459,4.291690708560833
Dubstep,Onset rate,-0.7341081043982197,1.963109709233409,0.13983983253720303,0.7084402923427915,-4.5818031344957015,3.113586925699262
Dubstep,Chords changes rate,0.13757301466481509,1.460037498675282,0.008878477290561623,0.9249298920744092,-2.724100482738738,2.9992465120683676
Dubstep,Chords number rate,0.48102042668143036,1.6279512628602646,0.08730603003481259,0.7676303307933774,-2.7097640485246886,3.671804901887549
Dubstep,Key scale,-0.1350979439563633,1.1529017245918636,0.013731339390057546,0.9067167831545644,-2.394785324156416,2.1245894362436895
Dubstep,Pulse clarity low,0.5789429338180441,3.054659397941965,0.03592079421687057,0.8496791536983951,-5.408189486148208,6.566075353784296
Dubstep,Pulse clarity middle,-0.06183146362843399,1.858333073645462,0.0011070619933308348,0.9734572506345356,-3.7041642879735392,3.580501360716671
Dubstep,Pulse clarity high,-0.12527541568338676,2.954749647260932,0.001797588686092156,0.9661814388362329,-5.916584724314814,5.6660338929480405
Dubstep,Attack slope low,-0.14723032496515512,1.7308303073255171,0.007235783415405154,0.9322109808544594,-3.539657727323169,3.2451970773928585
Dubstep,Attack slope middle,0.1581506229948099,3.9244164299647957,0.0016240210105767491,0.9678546361811778,-7.53370557973619,7.850006825725809
Dubstep,Attack slope high,0.24957315848564457,3.7161642599202533,0.004510305363929288,0.9464552782652744,-7.034108790958052,7.5332551079293415
Dubstep,Spectral flatness low,0.491288190173935,4.852379653140102,0.010250926107577852,0.9193545010707945,-9.019375929980665,10.001952310328534
Dubstep,Spectral flatness middle,0.36366261742820827,4.679773109409053,0.006038759382195278,0.938059172922891,-8.808692677013537,9.536017911869953
Dubstep,Spectral flatness high,0.09280921355408865,1.634356404213112,0.003224695019397841,0.9547153491255344,-3.110529338703611,3.296147765811788
Dubstep,Attack time low,0.6004051279161913,1.8931404254713533,0.10058266234241425,0.751131533748826,-3.1101501060076613,4.310960361840044
Dubstep,Attack time middle,0.2364322009626075,2.7523096845468937,0.007379359250199528,0.9315433700907432,-5.1580947807493045,5.630959182674519
Dubstep,Attack time high,0.290166699065205,1.3038257840187124,0.04952859495660728,0.8238855929589614,-2.2653318376114715,2.8456652357418815
Dubstep,Spectral flux low,-0.4399465946154753,2.0103528736240035,0.04789115716321106,0.8267743099563607,-4.380238226918522,3.500345037687571
Dubstep,Spectral flux middle,0.44897274610331717,4.445414038872499,0.010200360585169821,0.9195529730074855,-8.264038770086781,9.161984262293416
Dubstep,Spectral flux high,0.28431407525782915,4.6275151798511125,0.0037748614543215977,0.9510088758369608,-8.785615677250352,9.354243827766009
Dubstep,Bpm,-1.8747851308743415,1.3533075963162158,1.9191546016789984,0.16594988649057513,-4.527268019654124,0.7776977579054412
